"Type","NPT4","PCTPELL","PCTFLOAN"
"Private",0.989890856203184,1.09617210156826,-0.0292357848046679
"Public",-0.744360992471412,0.0114973816763892,0.569691632360748
"Private",1.008728350284,1.3452926994311,1.18240781532867
"Private",0.0015236135797603,-0.347636326921506,0.561559796118242
"Public",-1.46726652772896,-0.664946869454837,-1.87905175092595
"Private",1.42863078926284,-0.0239613895522639,-0.180558650534773
"Public",-1.35490955948804,-1.63688088082484,-1.68565547159332
"Public",-1.08036310320376,-0.321269548315585,-0.828984201350223
"Public",-0.357591167195012,-0.474924223639748,-0.409310739617432
"Public",-0.0449689250026879,-0.664492269823701,-0.280969150224843
"Public",-0.410362870471066,-0.402188282657896,0.782533607055896
"Private",0.880205872938271,1.13754066800169,0.45690659925817
"Private",-0.308961040631761,1.09435370304371,0.545296123633231
"Private",-0.538350950821599,0.368812691749738,-1.87905175092595
"Private",-0.113238141139559,0.529740961172086,0.646413739518301
"Private",-1.05725043316134,2.11174767752737,1.6565292240765
"Private",0.0921039042662541,0.356538501709051,0.767684166960886
"Private",0.597910660223578,-0.630851897119594,0.697326105558337
"Private",2.0677695955227,-1.89963946762178,-1.25502170883802
"Private",1.35555200016916,-1.95100922594021,-0.992328042395336
"Private",0.303858713614474,1.26664696324448,0.931381566103499
"Private",1.47686011807969,-1.32729853202083,0.156735774480461
"Private",-1.94541823918466,-0.0703305519281947,-1.87905175092595
"Public",-0.158127488736405,-0.763594989411474,-0.116918192984729
"Private",-0.569746774289631,-0.974074618627709,-1.87905175092595
"Private",-0.546901302744808,-1.40094367226495,-1.87905175092595
"Private",-0.28878755406294,2.05037672732394,1.46525429332887
"Public",-1.05725043316134,-0.283083179300113,-1.06657524287039
"Private",0.892229805330283,0.80022774169835,0.274824179045543
"Private",2.24612459267089,-1.43412944533792,-0.140960143614746
"Public",-0.930598345298805,-1.51050218336887,-1.87905175092595
"Private",1.35434960692996,0.093325315280973,1.31181007901376
"Private",-1.14355554788623,1.26710156287561,0.34235377566809
"Private",-1.74822574795565,-0.450375843558373,-1.87905175092595
"Public",-1.53273015964103,-1.6314256852512,-1.76768095021338
"Private",-0.328600130205382,-0.926796256989505,-0.345670282067388
"Public",-1.22384869641511,-0.407188878600398,-0.981721299470329
"Public",-0.342093654334196,-0.649490481996193,-0.914898819042783
"Public",-1.81769735733172,-0.419917668272222,-1.8101079219134
"Public",-1.30454264269039,-0.26353539516124,-0.797163972575201
"Public",-1.3080162231592,-1.8328133218447,-1.63969291891829
"Private",-0.368145507850223,-0.221257629465538,-0.611545971387572
"Public",-1.13113081774781,0.656119658628055,-1.57180976419824
"Private",0.915342475372707,1.17481783775489,0.885065455330967
"Public",-1.00902110434449,-1.35684750804471,-0.517853075550007
"Public",-0.586580279638449,-0.109880719837077,-0.859036639637744
"Private",1.3933605875796,-0.409007277124944,-0.126110703519735
"Private",2.20283843605964,-1.11727350243573,-0.70877444820014
"Private",0.369723143272942,-0.816783146254454,0.763795027888383
"Private",0.0402673957318004,0.117873695362348,0.0128376287978614
"Public",-0.378833447754234,-1.87190889012245,-1.87905175092595
"Private",0.0259722761101856,0.296531350399023,0.97592988638853
"Private",0.373731120736946,0.639299472276001,0.386548537855621
"Public",-0.963330161254839,-0.126246306557994,0.110066105610429
"Private",0.54139817798112,0.922060442842952,-0.177376627657271
"Private",1.07806636041128,1.00297917718526,0.794201024273404
"Public",-0.646833540847311,-0.935888249612237,-1.16592506826796
"Private",0.835850922336625,2.01219035830846,1.57910000072395
"Public",-1.37147586633926,0.539287553425955,-0.82368082988772
"Private",0.340331308536911,-0.171706269671651,0.96108044629352
"Private",-1.06165920837174,1.33801910533292,0.979465467363532
"Private",-0.425593184834282,-0.974983817889982,-0.323396121924872
"Public",0.378540693693751,-1.1318206906321,-0.0211039485621623
"Private",-0.67435498610014,-0.58220973658798,-0.0458530153871795
"Public",-1.16065625173264,0.805228337640852,-1.87905175092595
"Private",-0.540488538802401,0.187427438926244,0.253610693195528
"Private",0.410738112654584,-0.48265241736907,1.0766939441761
"Private",1.5833387193734,0.506101780352985,1.2184707412737
"Public",-1.30013386747999,-1.05453875333888,-1.40280899359312
"Private",-1.58830744714189,0.544288149368457,-1.87905175092595
"Private",0.655091138710037,-0.29808496712762,0.574995003823252
"Public",-1.68770528824919,-1.91645965397383,-1.87905175092595
"Private",0.251487808084819,0.907513254646582,0.634039206105793
"Private",1.52829582886774,0.71658140956922,1.15483028372365
"Private",1.22689592357463,0.664757051619649,0.584541072455758
"Public",-1.46673213073376,0.103781106797114,-1.28684193761304
"Private",-1.04415770677892,1.88444786195908,1.47975017532638
"Public",-1.23173105209432,-0.108971520574804,-1.48342023982318
"Private",0.549948529904329,-0.599029922940033,0.814707393928418
"Private",-0.0157106895154576,0.184699841139424,0.570398748555748
"Private",-0.976289288388453,0.180608444459196,-1.87905175092595
"Private",-0.425726784083082,-0.193981651597344,0.0796601092254079
"Private",-0.469680936938328,0.764768970469696,-1.87905175092595
"Private",0.143940412800708,-0.234441018768499,0.462917086915674
"Private",1.25281417784186,0.826139920673134,0.692376292193333
"Public",-0.189256113706837,-0.864516107523794,-0.0401960858271755
"Private",-0.768809655001838,0.426092245272947,0.279420434313047
"Private",-0.541824531290403,-0.434010256837456,0.31300845357557
"Private",1.42275242231563,0.236524199088995,1.37474342036881
"Public",0.996036421647991,-0.92088646178473,0.648888646200803
"Public",-1.24175099575433,0.593384909531207,0.258206948463032
"Public",-0.864867514889137,-0.439010852779958,-1.21082694665049
"Private",0.43518677518501,0.129238686140762,0.965323143463523
"Private",1.70691802451353,-0.434919456099729,0.487666153740691
"Private",1.05041131590965,0.804319138378579,0.0485469966453862
"Private",1.89141858710652,-1.88191008200745,-0.34849874684739
"Private",-0.0781015387051222,-1.04499216108502,-0.332235074362378
"Private",1.2974363269411,0.734765394814683,0.319726057428074
"Private",-1.16546582468945,0.45882341871478,-1.87905175092595
"Public",-1.27969318241357,-0.819510744041273,-1.18607787982547
"Private",0.947940692079941,1.68169642647217,1.17887223435367
"Private",-1.36840308361686,1.05116673808574,-0.111261263424725
"Private",0.257633373529626,1.52258655557437,1.01376060282106
"Public",-0.412099660705468,-0.409916476387218,1.02896360101357
"Public",-1.1211108740878,0.10559950532166,-1.64146070940579
"Private",0.55141812164113,-0.486289214418162,0.715711126628349
"Private",0.468586587385044,-0.739046609330099,0.398215955073129
"Private",0.0961118817302583,-0.377185302945384,0.200576978570492
"Private",0.557029290090736,0.455186621665688,0.83203174070593
"Public",-1.33406807667522,-0.425372863845861,-1.2228479219655
"Private",-0.0952022425515399,0.941608226981825,0.795261698565904
"Private",-0.16240266469801,0.697033625430346,0.395741048390627
"Private",0.592700289520373,1.3639312843077,0.736571054380864
"Private",2.76061529980022,-0.828148137032868,0.331747032743083
"Public",-1.45751378256655,-0.369002509584926,-1.20234155231048
"Public",-0.725924296136993,-0.603575919251399,-0.175608837169769
"Public",-0.839216459119511,-0.127610105451404,-1.5141797943057
"Private",-0.242829412475693,-0.286265376718069,0.482362782278188
"Private",-0.78083358739385,-0.294902769709664,-0.111261263424725
"Public",-0.416508435915873,-0.832694133344234,-0.0380747372421738
"Private",-0.363603133391018,-1.76462337717422,-1.87905175092595
"Private",-0.893858551878767,1.70760860544696,1.10639282436612
"Private",0.611537783601192,0.534741557114589,0.94693812239351
"Private",1.8780586622265,-1.62460669078415,-0.0787339184547023
"Public",-1.33994644362243,-0.364001913642423,-1.64287494179579
"Private",-0.32739773696618,-0.807691153631722,-1.20092731992048
"Private",1.63263684218065,-0.783142773550347,0.581712607675756
"Public",-1.14462434187663,-0.76950478461625,-1.15425765105045
"Private",1.31814421050512,1.01116197054572,0.3564960995681
"Public",-0.110833354661156,-1.04090076440479,-0.235006597549811
"Private",0.694369317857278,0.482917199165019,1.02401378764856
"Private",-0.629599237752094,0.501101184410482,0.483777014668188
"Private",-0.248173382427698,-0.0189607936097616,0.247953763635525
"Private",-0.499339970171959,-1.13545748768119,-0.455626850389964
"Private",0.592700289520373,1.00479757570981,1.5027314516639
"Public",-1.62304325182992,0.123328890935987,-1.87905175092595
"Public",-0.539820542558401,-0.89952027912131,-0.187629812484778
"Private",0.526034264369104,0.821593924361768,0.971687189218527
"Public",-1.18002814280866,-0.571753945071839,-1.31123744634056
"Private",-0.161734668454009,1.29210454258813,1.16402279425866
"Private",0.549414132909128,-0.407188878600398,0.182545515597979
"Private",-0.0326777941130751,0.106054104952797,0.317604708843073
"Private",0.567049233750746,0.63157127854668,0.971333631121027
"Private",0.762905732491749,1.26528316435107,0.497919338568198
"Private",0.918682456592711,0.823866922517452,0.944109657613508
"Private",-0.989114816273266,1.35756688947179,-0.736705537902659
"Private",-0.0843807033987287,-0.24626060917805,0.0061200249453567
"Private",-1.24642696946233,1.01434416796368,-1.87905175092595
"Private",-0.272622044958124,0.755222378215828,0.765916376473384
"Public",-0.430669956288687,-1.72689160778988,-1.00788459868535
"Public",-0.22065193717487,-0.278991782619883,0.204112559545494
"Private",0.338460919053709,1.44485001865002,0.619543324108283
"Private",1.69462689362391,0.551561743466642,0.519839940613213
"Private",0.771322485166158,-0.271718188521698,0.591258676308263
"Private",1.21781117465622,0.974339400423658,0.672577038733319
"Public",0.498112021369875,0.443821630887273,0.562620470410743
"Private",0.0432065792054035,-0.288992974504888,-0.488507753457487
"Private",-0.163471458688411,-0.419463068641086,0.0895597359554145
"Private",-0.948500644638024,1.05753113292165,0.887893920110969
"Public",-1.26499726504555,-0.59948452257117,-1.05526138375038
"Public",-0.998199565191675,-0.0266889873390836,0.236993462613017
"Private",0.372127929751344,1.06253172886415,0.435693113408155
"Private",0.140199633834304,-0.669038266135066,0.41412606946064
"Private",1.21099761296741,0.248798389129682,0.000816653482852817
"Private",0.0719304176974332,1.20391221414763,1.16366923616116
"Public",-0.217445555203667,-0.795416963591035,-0.555683791982533
"Public",-0.428398769059085,-0.544932566834781,-0.0380747372421738
"Public",-0.316175400066969,0.852052099647919,1.31888124096377
"Private",-1.33820965338803,0.416091053387942,0.891783059183471
"Public",-0.700406839616167,0.999796979767307,0.998911162726046
"Public",-1.65924864825476,-0.678584858388934,-1.82283601342341
"Public",0.806058289854194,1.05662193365938,1.08836136139361
"Private",0.335254537082506,-0.143521092541184,0.235579230223016
"Private",-0.686779716238553,-0.504473199663626,0.322200964110576
"Private",-0.0134395022858552,0.144695073599406,0.228861626370511
"Public",-1.14970111333103,-0.926341657358369,-1.87905175092595
"Private",1.47485612934769,-1.23956080321147,0.581359049578256
"Private",-0.415172443427871,1.31710752230064,0.626614486058288
"Public",-1.6043393569979,-1.41412706156792,-1.31548014351056
"Private",-0.188588117462837,0.569291129080968,-0.297939938904854
"Private",1.54753412069496,0.307896341177437,0.655606250053308
"Public",0.102391046423865,-1.72052721295397,-0.583261323587553
"Private",-1.34128243611043,-1.83826851741834,-1.87905175092595
"Private",1.80778545735763,-1.43913004128043,-0.0419638763146769
"Private",0.874327505991065,1.97491318855526,1.57132172257894
"Public",-1.37481584755927,0.549288745310959,-1.87905175092595
"Public",-0.745830584208214,-0.663128470930291,0.148250380140455
"Public",-1.31870416306321,0.112418499788709,-1.87905175092595
"Private",-0.377096657519832,-0.0748765482395605,0.764148585985883
"Private",0.422361247300196,-0.830875734819687,0.926078194640995
"Public",-1.39913091084089,-0.106243922787984,-0.933990956307796
"Private",0.675799022274059,-1.05953934928139,0.0142518611878622
"Private",-1.55410603944905,1.60668748733464,-1.87905175092595
"Private",0.843332480269432,-0.207619640531441,0.777937351788392
"Private",0.36811995228734,1.13754066800169,0.85996283040845
"Public",-1.06753757531895,0.773406363461292,-0.760393930435175
"Private",1.24279423418185,1.01843556464391,0.157089332577961
"Public",-1.17895934881826,-0.239441614711001,-1.87905175092595
"Public",-0.530468595142391,-0.870880502359706,-0.417796133957438
"Private",0.167186682091932,-0.812691749574224,0.251135786513027
"Private",-0.0691503890355129,1.16117984882079,1.44262657508885
"Private",0.293838769954463,1.47394439504276,1.19442879064368
"Private",-0.574422747997636,1.37211407766816,1.43201983216385
"Private",-0.588717867619251,-0.237168616555318,-0.268241058714834
"Public",-1.39953170858729,-0.417190070485403,-1.15390409295295
"Public",-0.540354939553601,-0.528566980113864,0.554488634168237
"Private",1.93283435423456,0.769314966781062,0.0489005547428864
"Private",0.856291607403046,-1.56050814279389,-0.98313553186033
"Public",-1.12578684779581,0.405180662240665,-0.962982720302816
"Private",-0.174827394836422,0.0660493374127784,0.320786731720575
"Public",-1.2174359324727,-0.559479755031151,-1.05844340662788
"Public",-0.957318195058833,0.266527774744008,-0.996217181467839
"Private",1.76717128572239,0.776588560879248,0.99113288458104
